=============================
Job ID:       599228
Array Task:   12
Node:         evc20
GPU:          0
Start time:   Tue Apr 28 15:19:11 EDT 2026
=============================
Running: PCP HetNet r=1.5 s=3/i=3 --discrete
  [DIAG] t=1 done_sum=0/256 reward_mean=-0.6806 reward_min=-0.9903 reward_max=-0.4152
  [DIAG] t=2 done_sum=0/256 reward_mean=-0.6804 reward_min=-0.9895 reward_max=-0.4141
  [DIAG] t=255 done_sum=0/256 reward_mean=-0.7878 reward_min=-1.3452 reward_max=-0.2816
  [ROLLOUT SUMMARY] total_dones=768 expected_80step_eps≈768 reward_global_mean=-0.7204 reward_global_std=0.1575
  [DIAG] t=0 done_sum=0/256 reward_mean=-0.6793 reward_min=-0.9924 reward_max=-0.2974
  [DIAG] t=1 done_sum=0/256 reward_mean=-0.6795 reward_min=-0.9931 reward_max=-0.2973
  [DIAG] t=2 done_sum=0/256 reward_mean=-0.6794 reward_min=-0.9943 reward_max=-0.2970
  [DIAG] t=255 done_sum=0/256 reward_mean=-0.7845 reward_min=-1.2588 reward_max=-0.4230
  [ROLLOUT SUMMARY] total_dones=768 expected_80step_eps≈768 reward_global_mean=-0.7173 reward_global_std=0.1599
  [DIAG] t=0 done_sum=0/256 reward_mean=-0.6716 reward_min=-1.0345 reward_max=-0.3857
  [DIAG] t=1 done_sum=0/256 reward_mean=-0.6714 reward_min=-1.0346 reward_max=-0.3848
  [DIAG] t=2 done_sum=0/256 reward_mean=-0.6716 reward_min=-1.0348 reward_max=-0.3833
  [DIAG] t=255 done_sum=0/256 reward_mean=-0.7834 reward_min=-1.4298 reward_max=-0.3445
  [ROLLOUT SUMMARY] total_dones=768 expected_80step_eps≈768 reward_global_mean=-0.7160 reward_global_std=0.1661
  [DIAG] t=0 done_sum=0/256 reward_mean=-0.6786 reward_min=-1.0986 reward_max=-0.3737
  [DIAG] t=1 done_sum=0/256 reward_mean=-0.6786 reward_min=-1.0987 reward_max=-0.3737
  [DIAG] t=2 done_sum=0/256 reward_mean=-0.6785 reward_min=-1.0992 reward_max=-0.3733
  [DIAG] t=255 done_sum=0/256 reward_mean=-0.8136 reward_min=-1.4715 reward_max=-0.3127
  [ROLLOUT SUMMARY] total_dones=768 expected_80step_eps≈768 reward_global_mean=-0.7325 reward_global_std=0.1829
  [DIAG] t=0 done_sum=0/256 reward_mean=-0.6702 reward_min=-1.0987 reward_max=-0.3792
  [DIAG] t=1 done_sum=0/256 reward_mean=-0.6702 reward_min=-1.1008 reward_max=-0.3799
  [DIAG] t=2 done_sum=0/256 reward_mean=-0.6704 reward_min=-1.1027 reward_max=-0.3803
  [DIAG] t=255 done_sum=0/256 reward_mean=-0.7940 reward_min=-1.4912 reward_max=-0.3578
  [ROLLOUT SUMMARY] total_dones=768 expected_80step_eps≈768 reward_global_mean=-0.7181 reward_global_std=0.1636
  [DIAG] t=0 done_sum=0/256 reward_mean=-0.6663 reward_min=-1.0098 reward_max=-0.3906
  [DIAG] t=1 done_sum=0/256 reward_mean=-0.6663 reward_min=-1.0102 reward_max=-0.3915
  [DIAG] t=2 done_sum=0/256 reward_mean=-0.6663 reward_min=-1.0107 reward_max=-0.3927
  [DIAG] t=255 done_sum=0/256 reward_mean=-0.8012 reward_min=-1.3737 reward_max=-0.3433
  [ROLLOUT SUMMARY] total_dones=768 expected_80step_eps≈768 reward_global_mean=-0.7188 reward_global_std=0.1648
  [DIAG] t=0 done_sum=0/256 reward_mean=-0.6724 reward_min=-1.0752 reward_max=-0.3376
  [DIAG] t=1 done_sum=0/256 reward_mean=-0.6724 reward_min=-1.0743 reward_max=-0.3373
  [DIAG] t=2 done_sum=0/256 reward_mean=-0.6726 reward_min=-1.0727 reward_max=-0.3380
  [DIAG] t=255 done_sum=0/256 reward_mean=-0.8222 reward_min=-1.3690 reward_max=-0.4206
  [ROLLOUT SUMMARY] total_dones=768 expected_80step_eps≈768 reward_global_mean=-0.7324 reward_global_std=0.1718
  [DIAG] t=0 done_sum=0/256 reward_mean=-0.6793 reward_min=-0.9821 reward_max=-0.3936
  [DIAG] t=1 done_sum=0/256 reward_mean=-0.6793 reward_min=-0.9823 reward_max=-0.3936
  [DIAG] t=2 done_sum=0/256 reward_mean=-0.6793 reward_min=-0.9829 reward_max=-0.3939
  [DIAG] t=255 done_sum=0/256 reward_mean=-0.8236 reward_min=-1.3936 reward_max=-0.3262
  [ROLLOUT SUMMARY] total_dones=768 expected_80step_eps≈768 reward_global_mean=-0.7332 reward_global_std=0.1848
  [DIAG] t=0 done_sum=0/256 reward_mean=-0.6752 reward_min=-1.0059 reward_max=-0.3859
  [DIAG] t=1 done_sum=0/256 reward_mean=-0.6751 reward_min=-1.0068 reward_max=-0.3862
  [DIAG] t=2 done_sum=0/256 reward_mean=-0.6751 reward_min=-1.0080 reward_max=-0.3864
  [DIAG] t=255 done_sum=0/256 reward_mean=-0.8077 reward_min=-1.4241 reward_max=-0.3721
  [ROLLOUT SUMMARY] total_dones=768 expected_80step_eps≈768 reward_global_mean=-0.7246 reward_global_std=0.1615
  [DIAG] t=0 done_sum=0/256 reward_mean=-0.6784 reward_min=-1.0644 reward_max=-0.4506
  [DIAG] t=1 done_sum=0/256 reward_mean=-0.6784 reward_min=-1.0637 reward_max=-0.4520
  [DIAG] t=2 done_sum=0/256 reward_mean=-0.6784 reward_min=-1.0630 reward_max=-0.4539
  [DIAG] t=255 done_sum=0/256 reward_mean=-0.8364 reward_min=-1.4046 reward_max=-0.3343
  [ROLLOUT SUMMARY] total_dones=768 expected_80step_eps≈768 reward_global_mean=-0.7411 reward_global_std=0.1702
  [DIAG] t=0 done_sum=0/256 reward_mean=-0.6831 reward_min=-1.0589 reward_max=-0.4349
  [DIAG] t=1 done_sum=0/256 reward_mean=-0.6833 reward_min=-1.0588 reward_max=-0.4354
  [DIAG] t=2 done_sum=0/256 reward_mean=-0.6833 reward_min=-1.0588 reward_max=-0.4355
  [DIAG] t=255 done_sum=0/256 reward_mean=-0.8350 reward_min=-1.3314 reward_max=-0.3556
  [ROLLOUT SUMMARY] total_dones=768 expected_80step_eps≈768 reward_global_mean=-0.7424 reward_global_std=0.1684
  [DIAG] t=0 done_sum=0/256 reward_mean=-0.6647 reward_min=-1.0221 reward_max=-0.3369
  [DIAG] t=1 done_sum=0/256 reward_mean=-0.6647 reward_min=-1.0233 reward_max=-0.3362
  [DIAG] t=2 done_sum=0/256 reward_mean=-0.6647 reward_min=-1.0258 reward_max=-0.3354
  [DIAG] t=255 done_sum=0/256 reward_mean=-0.8219 reward_min=-1.4378 reward_max=-0.3311
  [ROLLOUT SUMMARY] total_dones=768 expected_80step_eps≈768 reward_global_mean=-0.7261 reward_global_std=0.1775
[HetNet] iter=60/1500 steps=15360/384000 | pi_s=-0.0001 pi_i=0.0001 v=165.5078 ent_s=1.600 ent_i=1.590 ret=-57.618 ev_s_post=0.013 ev_i_post=0.016 r_s=1.000 r_i=1.000 
  [DIAG] t=0 done_sum=0/256 reward_mean=-0.6791 reward_min=-1.0105 reward_max=-0.3783
  [DIAG] t=1 done_sum=0/256 reward_mean=-0.6791 reward_min=-1.0101 reward_max=-0.3780
  [DIAG] t=2 done_sum=0/256 reward_mean=-0.6790 reward_min=-1.0100 reward_max=-0.3776
  [DIAG] t=255 done_sum=0/256 reward_mean=-0.8290 reward_min=-1.4146 reward_max=-0.3852
  [ROLLOUT SUMMARY] total_dones=768 expected_80step_eps≈768 reward_global_mean=-0.7367 reward_global_std=0.1783
  [DIAG] t=0 done_sum=0/256 reward_mean=-0.6754 reward_min=-1.0666 reward_max=-0.4179
  [DIAG] t=1 done_sum=0/256 reward_mean=-0.6754 reward_min=-1.0671 reward_max=-0.4178
  [DIAG] t=2 done_sum=0/256 reward_mean=-0.6755 reward_min=-1.0674 reward_max=-0.4177
  [DIAG] t=255 done_sum=0/256 reward_mean=-0.8406 reward_min=-1.3227 reward_max=-0.4012
  [ROLLOUT SUMMARY] total_dones=768 expected_80step_eps≈768 reward_global_mean=-0.7417 reward_global_std=0.1697
  [DIAG] t=0 done_sum=0/256 reward_mean=-0.7116 reward_min=-1.0385 reward_max=-0.4046
  [DIAG] t=1 done_sum=0/256 reward_mean=-0.7119 reward_min=-1.0375 reward_max=-0.4045
  [DIAG] t=2 done_sum=0/256 reward_mean=-0.7117 reward_min=-1.0359 reward_max=-0.4039
  [DIAG] t=255 done_sum=0/256 reward_mean=-0.8471 reward_min=-1.3981 reward_max=-0.3387
  [ROLLOUT SUMMARY] total_dones=768 expected_80step_eps≈768 reward_global_mean=-0.7624 reward_global_std=0.1877
  [DIAG] t=0 done_sum=0/256 reward_mean=-0.6772 reward_min=-0.9969 reward_max=-0.3738
  [DIAG] t=1 done_sum=0/256 reward_mean=-0.6772 reward_min=-0.9983 reward_max=-0.3731
  [DIAG] t=2 done_sum=0/256 reward_mean=-0.6772 reward_min=-0.9999 reward_max=-0.3721
  [DIAG] t=255 done_sum=0/256 reward_mean=-0.8322 reward_min=-1.3847 reward_max=-0.4056
  [ROLLOUT SUMMARY] total_dones=768 expected_80step_eps≈768 reward_global_mean=-0.7367 reward_global_std=0.1822
  [DIAG] t=0 done_sum=0/256 reward_mean=-0.6832 reward_min=-1.1260 reward_max=-0.3273
  [DIAG] t=1 done_sum=0/256 reward_mean=-0.6832 reward_min=-1.1272 reward_max=-0.3258
  [DIAG] t=2 done_sum=0/256 reward_mean=-0.6833 reward_min=-1.1279 reward_max=-0.3241
  [DIAG] t=255 done_sum=0/256 reward_mean=-0.8082 reward_min=-1.6612 reward_max=-0.3533
  [ROLLOUT SUMMARY] total_dones=768 expected_80step_eps≈768 reward_global_mean=-0.7269 reward_global_std=0.1798
  [DIAG] t=0 done_sum=0/256 reward_mean=-0.6883 reward_min=-1.0542 reward_max=-0.3727
  [DIAG] t=1 done_sum=0/256 reward_mean=-0.6883 reward_min=-1.0525 reward_max=-0.3716
  [DIAG] t=2 done_sum=0/256 reward_mean=-0.6884 reward_min=-1.0510 reward_max=-0.3705
  [DIAG] t=255 done_sum=0/256 reward_mean=-0.8290 reward_min=-1.4541 reward_max=-0.2625
  [ROLLOUT SUMMARY] total_dones=768 expected_80step_eps≈768 reward_global_mean=-0.7448 reward_global_std=0.1801
  [DIAG] t=0 done_sum=0/256 reward_mean=-0.6776 reward_min=-1.0225 reward_max=-0.3978
  [DIAG] t=1 done_sum=0/256 reward_mean=-0.6776 reward_min=-1.0223 reward_max=-0.3979
  [DIAG] t=2 done_sum=0/256 reward_mean=-0.6776 reward_min=-1.0226 reward_max=-0.3980
  [DIAG] t=255 done_sum=0/256 reward_mean=-0.8138 reward_min=-1.4101 reward_max=-0.4056
  [ROLLOUT SUMMARY] total_dones=768 expected_80step_eps≈768 reward_global_mean=-0.7275 reward_global_std=0.1688
  [DIAG] t=0 done_sum=0/256 reward_mean=-0.6721 reward_min=-1.0745 reward_max=-0.3629
  [DIAG] t=1 done_sum=0/256 reward_mean=-0.6721 reward_min=-1.0729 reward_max=-0.3621
  [DIAG] t=2 done_sum=0/256 reward_mean=-0.6721 reward_min=-1.0714 reward_max=-0.3609
  [DIAG] t=255 done_sum=0/256 reward_mean=-0.8324 reward_min=-1.4583 reward_max=-0.3716
  [ROLLOUT SUMMARY] total_dones=768 expected_80step_eps≈768 reward_global_mean=-0.7363 reward_global_std=0.1718
  [DIAG] t=0 done_sum=0/256 reward_mean=-0.6792 reward_min=-0.9607 reward_max=-0.3839
  [DIAG] t=1 done_sum=0/256 reward_mean=-0.6792 reward_min=-0.9597 reward_max=-0.3833
  [DIAG] t=2 done_sum=0/256 reward_mean=-0.6793 reward_min=-0.9585 reward_max=-0.3828
  [DIAG] t=255 done_sum=0/256 reward_mean=-0.8157 reward_min=-1.3853 reward_max=-0.3527
  [ROLLOUT SUMMARY] total_dones=768 expected_80step_eps≈768 reward_global_mean=-0.7297 reward_global_std=0.1791
  [DIAG] t=0 done_sum=0/256 reward_mean=-0.6644 reward_min=-1.0462 reward_max=-0.3649
  [DIAG] t=1 done_sum=0/256 reward_mean=-0.6643 reward_min=-1.0480 reward_max=-0.3649
  [DIAG] t=2 done_sum=0/256 reward_mean=-0.6643 reward_min=-1.0498 reward_max=-0.3653
  [DIAG] t=255 done_sum=0/256 reward_mean=-0.8138 reward_min=-1.5039 reward_max=-0.3604
  [ROLLOUT SUMMARY] total_dones=768 expected_80step_eps≈768 reward_global_mean=-0.7185 reward_global_std=0.1694
  [DIAG] t=0 done_sum=0/256 reward_mean=-0.6839 reward_min=-1.0366 reward_max=-0.3563
  [DIAG] t=1 done_sum=0/256 reward_mean=-0.6837 reward_min=-1.0381 reward_max=-0.3572
  [DIAG] t=2 done_sum=0/256 reward_mean=-0.6836 reward_min=-1.0401 reward_max=-0.3580
  [DIAG] t=255 done_sum=0/256 reward_mean=-0.8250 reward_min=-1.4653 reward_max=-0.4106
  [ROLLOUT SUMMARY] total_dones=768 expected_80step_eps≈768 reward_global_mean=-0.7349 reward_global_std=0.1907
  [DIAG] t=0 done_sum=0/256 reward_mean=-0.6755 reward_min=-1.0527 reward_max=-0.3808
  [DIAG] t=1 done_sum=0/256 reward_mean=-0.6757 reward_min=-1.0532 reward_max=-0.3795
  [DIAG] t=2 done_sum=0/256 reward_mean=-0.6757 reward_min=-1.0538 reward_max=-0.3778
  [DIAG] t=255 done_sum=0/256 reward_mean=-0.8420 reward_min=-1.4197 reward_max=-0.3770
  [ROLLOUT SUMMARY] total_dones=768 expected_80step_eps≈768 reward_global_mean=-0.7355 reward_global_std=0.1806
  [DIAG] t=0 done_sum=0/256 reward_mean=-0.6836 reward_min=-1.1622 reward_max=-0.3984
  [DIAG] t=1 done_sum=0/256 reward_mean=-0.6837 reward_min=-1.1611 reward_max=-0.3987
  [DIAG] t=2 done_sum=0/256 reward_mean=-0.6839 reward_min=-1.1595 reward_max=-0.4264
  [DIAG] t=255 done_sum=0/256 reward_mean=-0.8459 reward_min=-1.4301 reward_max=-0.3947
  [ROLLOUT SUMMARY] total_dones=768 expected_80step_eps≈768 reward_global_mean=-0.7460 reward_global_std=0.1863
  [DIAG] t=0 done_sum=0/256 reward_mean=-0.6919 reward_min=-1.0399 reward_max=-0.3435
  [DIAG] t=1 done_sum=0/256 reward_mean=-0.6919 reward_min=-1.0406 reward_max=-0.3442
  [DIAG] t=2 done_sum=0/256 reward_mean=-0.6919 reward_min=-1.0421 reward_max=-0.3444
  [DIAG] t=255 done_sum=0/256 reward_mean=-0.8701 reward_min=-1.4315 reward_max=-0.4136
  [ROLLOUT SUMMARY] total_dones=768 expected_80step_eps≈768 reward_global_mean=-0.7634 reward_global_std=0.1823
  [DIAG] t=0 done_sum=0/256 reward_mean=-0.6719 reward_min=-1.0202 reward_max=-0.4124
  [DIAG] t=1 done_sum=0/256 reward_mean=-0.6719 reward_min=-1.0205 reward_max=-0.4120
  [DIAG] t=2 done_sum=0/256 reward_mean=-0.6721 reward_min=-1.0212 reward_max=-0.4117
  [DIAG] t=255 done_sum=0/256 reward_mean=-0.8360 reward_min=-1.4636 reward_max=-0.3463
  [ROLLOUT SUMMARY] total_dones=768 expected_80step_eps≈768 reward_global_mean=-0.7347 reward_global_std=0.1811
  [DIAG] t=0 done_sum=0/256 reward_mean=-0.6795 reward_min=-1.0316 reward_max=-0.3741
  [DIAG] t=1 done_sum=0/256 reward_mean=-0.6793 reward_min=-1.0333 reward_max=-0.3734
  [DIAG] t=2 done_sum=0/256 reward_mean=-0.6792 reward_min=-1.0355 reward_max=-0.3732
  [DIAG] t=255 done_sum=0/256 reward_mean=-0.8401 reward_min=-1.5828 reward_max=-0.3524
  [ROLLOUT SUMMARY] total_dones=768 expected_80step_eps≈768 reward_global_mean=-0.7391 reward_global_std=0.1804
  [DIAG] t=0 done_sum=0/256 reward_mean=-0.6703 reward_min=-0.9873 reward_max=-0.3031
  [DIAG] t=1 done_sum=0/256 reward_mean=-0.6703 reward_min=-0.9876 reward_max=-0.3025
  [DIAG] t=2 done_sum=0/256 reward_mean=-0.6703 reward_min=-0.9873 reward_max=-0.3022
  [DIAG] t=255 done_sum=0/256 reward_mean=-0.8234 reward_min=-1.3534 reward_max=-0.3497
  [ROLLOUT SUMMARY] total_dones=768 expected_80step_eps≈768 reward_global_mean=-0.7292 reward_global_std=0.1674
  [DIAG] t=0 done_sum=0/256 reward_mean=-0.6751 reward_min=-1.0685 reward_max=-0.3081
  [DIAG] t=1 done_sum=0/256 reward_mean=-0.6750 reward_min=-1.0698 reward_max=-0.3085
  [DIAG] t=2 done_sum=0/256 reward_mean=-0.6751 reward_min=-1.0711 reward_max=-0.3084
  [DIAG] t=255 done_sum=0/256 reward_mean=-0.8403 reward_min=-1.4846 reward_max=-0.3799
  [ROLLOUT SUMMARY] total_dones=768 expected_80step_eps≈768 reward_global_mean=-0.7401 reward_global_std=0.1834
  [DIAG] t=0 done_sum=0/256 reward_mean=-0.6818 reward_min=-1.0626 reward_max=-0.4303
  [DIAG] t=1 done_sum=0/256 reward_mean=-0.6820 reward_min=-1.0639 reward_max=-0.4296
  [DIAG] t=2 done_sum=0/256 reward_mean=-0.6819 reward_min=-1.0658 reward_max=-0.4290
  [DIAG] t=255 done_sum=0/256 reward_mean=-0.8303 reward_min=-1.4883 reward_max=-0.3749
  [ROLLOUT SUMMARY] total_dones=768 expected_80step_eps≈768 reward_global_mean=-0.7407 reward_global_std=0.1815
  [DIAG] t=0 done_sum=0/256 reward_mean=-0.6713 reward_min=-1.0409 reward_max=-0.3752
  [DIAG] t=1 done_sum=0/256 reward_mean=-0.6713 reward_min=-1.0391 reward_max=-0.3753
  [DIAG] t=2 done_sum=0/256 reward_mean=-0.6713 reward_min=-1.0369 reward_max=-0.3759
  [DIAG] t=255 done_sum=0/256 reward_mean=-0.8311 reward_min=-1.3242 reward_max=-0.3163
  [ROLLOUT SUMMARY] total_dones=768 expected_80step_eps≈768 reward_global_mean=-0.7321 reward_global_std=0.1741
[HetNet] iter=80/1500 steps=20480/384000 | pi_s=-0.0001 pi_i=-0.0000 v=161.9381 ent_s=1.592 ent_i=1.602 ret=-58.082 ev_s_post=0.030 ev_i_post=0.034 r_s=1.000 r_i=1.000 
  [DIAG] t=0 done_sum=0/256 reward_mean=-0.6842 reward_min=-1.1517 reward_max=-0.3931
  [DIAG] t=1 done_sum=0/256 reward_mean=-0.6842 reward_min=-1.1522 reward_max=-0.3943
  [DIAG] t=2 done_sum=0/256 reward_mean=-0.6841 reward_min=-1.1533 reward_max=-0.3947
  [DIAG] t=255 done_sum=0/256 reward_mean=-0.8066 reward_min=-1.5176 reward_max=-0.3365
  [ROLLOUT SUMMARY] total_dones=768 expected_80step_eps≈768 reward_global_mean=-0.7305 reward_global_std=0.1859
  [DIAG] t=0 done_sum=0/256 reward_mean=-0.6852 reward_min=-1.0163 reward_max=-0.3750
  [DIAG] t=1 done_sum=0/256 reward_mean=-0.6851 reward_min=-1.0167 reward_max=-0.3750
  [DIAG] t=2 done_sum=0/256 reward_mean=-0.6850 reward_min=-1.0175 reward_max=-0.3749
  [DIAG] t=255 done_sum=0/256 reward_mean=-0.8027 reward_min=-1.4319 reward_max=-0.3750
  [ROLLOUT SUMMARY] total_dones=768 expected_80step_eps≈768 reward_global_mean=-0.7260 reward_global_std=0.1687
  [DIAG] t=0 done_sum=0/256 reward_mean=-0.6742 reward_min=-0.9937 reward_max=-0.3329
  [DIAG] t=1 done_sum=0/256 reward_mean=-0.6741 reward_min=-0.9933 reward_max=-0.3321
  [DIAG] t=2 done_sum=0/256 reward_mean=-0.6739 reward_min=-0.9938 reward_max=-0.3312
  [DIAG] t=255 done_sum=0/256 reward_mean=-0.8008 reward_min=-1.4042 reward_max=-0.4049
  [ROLLOUT SUMMARY] total_dones=768 expected_80step_eps≈768 reward_global_mean=-0.7168 reward_global_std=0.1736
  [DIAG] t=0 done_sum=0/256 reward_mean=-0.6830 reward_min=-1.0252 reward_max=-0.4188
  [DIAG] t=1 done_sum=0/256 reward_mean=-0.6830 reward_min=-1.0249 reward_max=-0.4191
  [DIAG] t=2 done_sum=0/256 reward_mean=-0.6830 reward_min=-1.0245 reward_max=-0.4190
  [DIAG] t=255 done_sum=0/256 reward_mean=-0.8408 reward_min=-1.5269 reward_max=-0.3920
  [ROLLOUT SUMMARY] total_dones=768 expected_80step_eps≈768 reward_global_mean=-0.7444 reward_global_std=0.1825
  [DIAG] t=0 done_sum=0/256 reward_mean=-0.6761 reward_min=-0.9829 reward_max=-0.4005
  [DIAG] t=1 done_sum=0/256 reward_mean=-0.6759 reward_min=-0.9836 reward_max=-0.4000
  [DIAG] t=2 done_sum=0/256 reward_mean=-0.6760 reward_min=-0.9841 reward_max=-0.3998
  [DIAG] t=255 done_sum=0/256 reward_mean=-0.8509 reward_min=-1.4262 reward_max=-0.3774
  [ROLLOUT SUMMARY] total_dones=768 expected_80step_eps≈768 reward_global_mean=-0.7437 reward_global_std=0.1832
  [DIAG] t=0 done_sum=0/256 reward_mean=-0.6803 reward_min=-1.0273 reward_max=-0.4057
  [DIAG] t=1 done_sum=0/256 reward_mean=-0.6803 reward_min=-1.0275 reward_max=-0.4061
  [DIAG] t=2 done_sum=0/256 reward_mean=-0.6803 reward_min=-1.0287 reward_max=-0.4061
  [DIAG] t=255 done_sum=0/256 reward_mean=-0.8507 reward_min=-1.4685 reward_max=-0.3210
  [ROLLOUT SUMMARY] total_dones=768 expected_80step_eps≈768 reward_global_mean=-0.7490 reward_global_std=0.1774
  [DIAG] t=0 done_sum=0/256 reward_mean=-0.6677 reward_min=-1.0860 reward_max=-0.3701
  [DIAG] t=1 done_sum=0/256 reward_mean=-0.6676 reward_min=-1.0850 reward_max=-0.3694
  [DIAG] t=2 done_sum=0/256 reward_mean=-0.6675 reward_min=-1.0832 reward_max=-0.3692
  [DIAG] t=255 done_sum=0/256 reward_mean=-0.8076 reward_min=-1.3755 reward_max=-0.3349
  [ROLLOUT SUMMARY] total_dones=768 expected_80step_eps≈768 reward_global_mean=-0.7156 reward_global_std=0.1613
  [DIAG] t=0 done_sum=0/256 reward_mean=-0.6775 reward_min=-1.0131 reward_max=-0.4011
  [DIAG] t=1 done_sum=0/256 reward_mean=-0.6774 reward_min=-1.0120 reward_max=-0.4001
  [DIAG] t=2 done_sum=0/256 reward_mean=-0.6774 reward_min=-1.0109 reward_max=-0.3990
  [DIAG] t=255 done_sum=0/256 reward_mean=-0.8274 reward_min=-1.3764 reward_max=-0.3102
  [ROLLOUT SUMMARY] total_dones=768 expected_80step_eps≈768 reward_global_mean=-0.7340 reward_global_std=0.1774
  [DIAG] t=0 done_sum=0/256 reward_mean=-0.6815 reward_min=-1.0490 reward_max=-0.3636
  [DIAG] t=1 done_sum=0/256 reward_mean=-0.6815 reward_min=-1.0478 reward_max=-0.3634
  [DIAG] t=2 done_sum=0/256 reward_mean=-0.6814 reward_min=-1.0469 reward_max=-0.3628
  [DIAG] t=255 done_sum=0/256 reward_mean=-0.8339 reward_min=-1.3796 reward_max=-0.3460
  [ROLLOUT SUMMARY] total_dones=768 expected_80step_eps≈768 reward_global_mean=-0.7374 reward_global_std=0.1726
  [DIAG] t=0 done_sum=0/256 reward_mean=-0.6748 reward_min=-0.9620 reward_max=-0.3015
  [DIAG] t=1 done_sum=0/256 reward_mean=-0.6748 reward_min=-0.9618 reward_max=-0.3004
  [DIAG] t=2 done_sum=0/256 reward_mean=-0.6747 reward_min=-0.9616 reward_max=-0.2989
  [DIAG] t=255 done_sum=0/256 reward_mean=-0.8073 reward_min=-1.4039 reward_max=-0.3236
  [ROLLOUT SUMMARY] total_dones=768 expected_80step_eps≈768 reward_global_mean=-0.7211 reward_global_std=0.1700
  [DIAG] t=0 done_sum=0/256 reward_mean=-0.6815 reward_min=-1.0897 reward_max=-0.4073
  [DIAG] t=1 done_sum=0/256 reward_mean=-0.6816 reward_min=-1.0888 reward_max=-0.4078
  [DIAG] t=2 done_sum=0/256 reward_mean=-0.6815 reward_min=-1.0885 reward_max=-0.4083
  [DIAG] t=255 done_sum=0/256 reward_mean=-0.8242 reward_min=-1.4523 reward_max=-0.3840
  [ROLLOUT SUMMARY] total_dones=768 expected_80step_eps≈768 reward_global_mean=-0.7329 reward_global_std=0.1719
  [DIAG] t=0 done_sum=0/256 reward_mean=-0.6777 reward_min=-1.0275 reward_max=-0.3585
  [DIAG] t=1 done_sum=0/256 reward_mean=-0.6776 reward_min=-1.0278 reward_max=-0.3569
  [DIAG] t=2 done_sum=0/256 reward_mean=-0.6776 reward_min=-1.0277 reward_max=-0.3555
  [DIAG] t=255 done_sum=0/256 reward_mean=-0.8368 reward_min=-1.4608 reward_max=-0.3302
  [ROLLOUT SUMMARY] total_dones=768 expected_80step_eps≈768 reward_global_mean=-0.7384 reward_global_std=0.1826
  [DIAG] t=0 done_sum=0/256 reward_mean=-0.6763 reward_min=-1.0305 reward_max=-0.3461
  [DIAG] t=1 done_sum=0/256 reward_mean=-0.6762 reward_min=-1.0308 reward_max=-0.3455
  [DIAG] t=2 done_sum=0/256 reward_mean=-0.6764 reward_min=-1.0311 reward_max=-0.3445
  [DIAG] t=255 done_sum=0/256 reward_mean=-0.8272 reward_min=-1.4307 reward_max=-0.3126
  [ROLLOUT SUMMARY] total_dones=768 expected_80step_eps≈768 reward_global_mean=-0.7298 reward_global_std=0.1829
  [DIAG] t=0 done_sum=0/256 reward_mean=-0.6741 reward_min=-1.0987 reward_max=-0.4164
  [DIAG] t=1 done_sum=0/256 reward_mean=-0.6742 reward_min=-1.0969 reward_max=-0.4158
  [DIAG] t=2 done_sum=0/256 reward_mean=-0.6740 reward_min=-1.0950 reward_max=-0.4149
  [DIAG] t=255 done_sum=0/256 reward_mean=-0.8360 reward_min=-1.5299 reward_max=-0.3951
  [ROLLOUT SUMMARY] total_dones=768 expected_80step_eps≈768 reward_global_mean=-0.7365 reward_global_std=0.1779
  [DIAG] t=0 done_sum=0/256 reward_mean=-0.6855 reward_min=-1.1052 reward_max=-0.4292
  [DIAG] t=1 done_sum=0/256 reward_mean=-0.6855 reward_min=-1.1041 reward_max=-0.4294
  [DIAG] t=2 done_sum=0/256 reward_mean=-0.6855 reward_min=-1.1032 reward_max=-0.4290
  [DIAG] t=255 done_sum=0/256 reward_mean=-0.8428 reward_min=-1.4622 reward_max=-0.3683
  [ROLLOUT SUMMARY] total_dones=768 expected_80step_eps≈768 reward_global_mean=-0.7471 reward_global_std=0.1849
  [DIAG] t=0 done_sum=0/256 reward_mean=-0.6739 reward_min=-1.0318 reward_max=-0.3985
  [DIAG] t=1 done_sum=0/256 reward_mean=-0.6738 reward_min=-1.0303 reward_max=-0.3990
  [DIAG] t=2 done_sum=0/256 reward_mean=-0.6738 reward_min=-1.0289 reward_max=-0.3988
  [DIAG] t=255 done_sum=0/256 reward_mean=-0.8042 reward_min=-1.4331 reward_max=-0.3092
